2023-03-14 03:31:44,034 [INFO   ] [APP] allin20w started with arguments={rtg.py, run, WLowBuy2.py, LowBuy.py, FastM2.py, allin50orderfillLiq2.py, allin50Liq2.py, allin50DEBUG2.py, autoBeta.py, allin20w.py}
2023-03-14 03:31:58,756 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:58,757 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:58,758 [INFO   ] [TRADER] received order status for order 126 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:58,759 [INFO   ] [TRADER] send sell order with id 127, price 150200,lot 49
2023-03-14 03:31:58,759 [INFO   ] [TRADER] send sell order with id 128, price 150200,lot 49
2023-03-14 03:31:58,759 [INFO   ] [TRADER] received order status for order 126 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:58,759 [INFO   ] [TRADER] received order status for order 121 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:58,759 [INFO   ] [TRADER] received order status for order 122 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:58,759 [INFO   ] [TRADER] received order status for order 127 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:58,759 [INFO   ] [TRADER] received order status for order 128 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:58,849 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 16
2023-03-14 03:31:59,025 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:59,025 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:59,026 [INFO   ] [TRADER] OrderFill START!!!!! Position:23
2023-03-14 03:31:59,026 [INFO   ] [TRADER] id 130 , ASK FUTURE
2023-03-14 03:31:59,026 [INFO   ] [TRADER] OrderFill END!!!!! Position:47
2023-03-14 03:31:59,026 [INFO   ] [TRADER] received order status for order 125 with fill volume 24 remaining 0 and fees -359
2023-03-14 03:31:59,035 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 20
2023-03-14 03:31:59,035 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 17
2023-03-14 03:31:59,036 [INFO   ] [TRADER] received order status for order 129 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:59,036 [INFO   ] [TRADER] received order status for order 129 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:59,036 [INFO   ] [TRADER] received hedge filled for order 130 with average price 149700 and volume 24
2023-03-14 03:31:59,278 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:59,278 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:59,281 [INFO   ] [TRADER] received order status for order 131 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:59,281 [INFO   ] [TRADER] send buy order with id 132, price 149500,lot 49
2023-03-14 03:31:59,281 [INFO   ] [TRADER] send buy order with id 133, price 149500,lot 49
2023-03-14 03:31:59,281 [INFO   ] [TRADER] send sell order with id 134, price 150100,lot 49
2023-03-14 03:31:59,282 [INFO   ] [TRADER] send sell order with id 135, price 150100,lot 49
2023-03-14 03:31:59,282 [INFO   ] [TRADER] received order status for order 131 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:59,282 [INFO   ] [TRADER] received order status for order 124 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:59,282 [INFO   ] [TRADER] received order status for order 127 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:59,282 [INFO   ] [TRADER] received order status for order 128 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:59,282 [INFO   ] [TRADER] received order status for order 132 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:59,282 [INFO   ] [TRADER] received order status for order 133 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:59,283 [INFO   ] [TRADER] received order status for order 134 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:59,283 [INFO   ] [TRADER] received order status for order 135 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:59,407 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 18
2023-03-14 03:31:59,499 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:59,500 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:59,500 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 19
2023-03-14 03:31:59,504 [INFO   ] [TRADER] received order status for order 136 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:59,504 [INFO   ] [TRADER] send sell order with id 137, price 150200,lot 49
2023-03-14 03:31:59,504 [INFO   ] [TRADER] send sell order with id 138, price 150200,lot 49
2023-03-14 03:31:59,504 [INFO   ] [TRADER] received order status for order 136 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:59,504 [INFO   ] [TRADER] received order status for order 134 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:59,504 [INFO   ] [TRADER] received order status for order 135 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:59,504 [INFO   ] [TRADER] received order status for order 137 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:59,505 [INFO   ] [TRADER] received order status for order 138 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:59,719 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:59,719 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:59,722 [INFO   ] [TRADER] received order status for order 139 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:59,722 [INFO   ] [TRADER] send buy order with id 140, price 149600,lot 49
2023-03-14 03:31:59,722 [INFO   ] [TRADER] send buy order with id 141, price 149600,lot 49
2023-03-14 03:31:59,722 [INFO   ] [TRADER] send sell order with id 142, price 150100,lot 49
2023-03-14 03:31:59,722 [INFO   ] [TRADER] send sell order with id 143, price 150100,lot 49
2023-03-14 03:31:59,722 [INFO   ] [TRADER] received order status for order 139 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:59,722 [INFO   ] [TRADER] received order status for order 132 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:59,722 [INFO   ] [TRADER] received order status for order 133 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:59,723 [INFO   ] [TRADER] received order status for order 137 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:59,723 [INFO   ] [TRADER] received order status for order 138 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:59,723 [INFO   ] [TRADER] received order status for order 140 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:59,723 [INFO   ] [TRADER] received order status for order 141 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:59,723 [INFO   ] [TRADER] received order status for order 142 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:59,723 [INFO   ] [TRADER] received order status for order 143 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:59,804 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 20
2023-03-14 03:32:00,022 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 21
2023-03-14 03:32:00,051 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:00,051 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:00,063 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 22
2023-03-14 03:32:00,070 [INFO   ] [TRADER] received order status for order 144 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:32:00,070 [INFO   ] [TRADER] send buy order with id 145, price 149900,lot 49
2023-03-14 03:32:00,070 [INFO   ] [TRADER] send buy order with id 146, price 149900,lot 49
2023-03-14 03:32:00,070 [INFO   ] [TRADER] send sell order with id 147, price 150400,lot 49
2023-03-14 03:32:00,071 [INFO   ] [TRADER] send sell order with id 148, price 150400,lot 49
2023-03-14 03:32:00,071 [INFO   ] [TRADER] received order status for order 144 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:00,071 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 21
2023-03-14 03:32:00,071 [INFO   ] [TRADER] received order status for order 140 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:00,071 [INFO   ] [TRADER] received order status for order 141 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:00,071 [INFO   ] [TRADER] received order status for order 142 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:00,071 [INFO   ] [TRADER] received order status for order 143 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:00,071 [INFO   ] [TRADER] received order status for order 145 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:00,071 [INFO   ] [TRADER] received order status for order 146 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:00,071 [INFO   ] [TRADER] received order status for order 147 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:00,072 [INFO   ] [TRADER] received order status for order 148 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:00,126 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 22
2023-03-14 03:32:00,126 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 23
2023-03-14 03:32:00,132 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 24
2023-03-14 03:32:00,207 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 25
2023-03-14 03:32:00,240 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:00,240 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:00,243 [INFO   ] [TRADER] received order status for order 149 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:32:00,243 [INFO   ] [TRADER] received order status for order 149 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:00,348 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 26
2023-03-14 03:32:00,409 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 27
2023-03-14 03:32:00,501 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:00,502 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:00,502 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 28
2023-03-14 03:32:00,508 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 23
2023-03-14 03:32:00,511 [INFO   ] [TRADER] received order status for order 150 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:32:00,511 [INFO   ] [TRADER] send buy order with id 151, price 150200,lot 49
2023-03-14 03:32:00,511 [INFO   ] [TRADER] send buy order with id 152, price 150200,lot 49
2023-03-14 03:32:00,512 [INFO   ] [TRADER] send sell order with id 153, price 150800,lot 49
2023-03-14 03:32:00,512 [INFO   ] [TRADER] send sell order with id 154, price 150800,lot 49
2023-03-14 03:32:00,512 [INFO   ] [TRADER] received order status for order 150 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:00,512 [INFO   ] [TRADER] received order status for order 145 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:00,512 [INFO   ] [TRADER] received order status for order 146 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:00,512 [INFO   ] [TRADER] received order status for order 147 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:00,512 [INFO   ] [TRADER] received order status for order 148 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:00,512 [INFO   ] [TRADER] received order status for order 151 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:00,512 [INFO   ] [TRADER] received order status for order 152 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:00,512 [INFO   ] [TRADER] received order status for order 153 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:00,513 [INFO   ] [TRADER] received order status for order 154 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:00,734 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:00,734 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:00,734 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 29
2023-03-14 03:32:00,753 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 30
2023-03-14 03:32:00,764 [INFO   ] [TRADER] OrderFill START!!!!! Position:47
2023-03-14 03:32:00,764 [INFO   ] [TRADER] id 156 , BID FUTURE
2023-03-14 03:32:00,764 [INFO   ] [TRADER] OrderFill END!!!!! Position:23
2023-03-14 03:32:00,764 [INFO   ] [TRADER] received order status for order 154 with fill volume 24 remaining 0 and fees -362
2023-03-14 03:32:00,764 [INFO   ] [TRADER] send buy order with id 157, price 150700,lot 49
2023-03-14 03:32:00,764 [INFO   ] [TRADER] send buy order with id 158, price 150700,lot 49
2023-03-14 03:32:00,765 [INFO   ] [TRADER] send sell order with id 159, price 151200,lot 49
2023-03-14 03:32:00,765 [INFO   ] [TRADER] send sell order with id 160, price 151200,lot 49
2023-03-14 03:32:00,766 [INFO   ] [TRADER] received order status for order 155 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:32:00,766 [INFO   ] [TRADER] received order status for order 155 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:00,766 [INFO   ] [TRADER] received order status for order 151 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:00,766 [INFO   ] [TRADER] received order status for order 152 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:00,766 [INFO   ] [TRADER] received order status for order 153 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:00,766 [INFO   ] [TRADER] received hedge filled for order 156 with average price 151000 and volume 24
2023-03-14 03:32:00,766 [INFO   ] [TRADER] received order status for order 157 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:00,766 [INFO   ] [TRADER] OrderFill START!!!!! Position:23
2023-03-14 03:32:00,767 [INFO   ] [TRADER] id 161 , ASK FUTURE
2023-03-14 03:32:00,767 [INFO   ] [TRADER] OrderFill END!!!!! Position:46
2023-03-14 03:32:00,767 [INFO   ] [TRADER] received order status for order 158 with fill volume 23 remaining 1 and fees 694
2023-03-14 03:32:00,767 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 24
2023-03-14 03:32:00,767 [INFO   ] [TRADER] received order status for order 159 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:00,767 [INFO   ] [TRADER] received order status for order 160 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:00,768 [INFO   ] [TRADER] received hedge filled for order 161 with average price 150800 and volume 23
2023-03-14 03:32:00,964 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 31
2023-03-14 03:32:00,997 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:00,998 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:00,999 [INFO   ] [TRADER] received order status for order 162 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:32:00,999 [INFO   ] [TRADER] send buy order with id 163, price 150600,lot 49
2023-03-14 03:32:00,999 [INFO   ] [TRADER] send buy order with id 164, price 150600,lot 49
2023-03-14 03:32:00,999 [INFO   ] [TRADER] received order status for order 162 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:01,000 [INFO   ] [TRADER] received order status for order 157 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:01,000 [INFO   ] [TRADER] received order status for order 158 with fill volume 23 remaining 0 and fees 694
2023-03-14 03:32:01,000 [INFO   ] [TRADER] received order status for order 163 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:01,000 [INFO   ] [TRADER] received order status for order 164 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:01,166 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 32
2023-03-14 03:32:01,255 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:01,256 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:01,258 [INFO   ] [TRADER] received order status for order 165 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:32:01,258 [INFO   ] [TRADER] send buy order with id 166, price 150700,lot 49
2023-03-14 03:32:01,258 [INFO   ] [TRADER] send buy order with id 167, price 150700,lot 49
2023-03-14 03:32:01,258 [INFO   ] [TRADER] send sell order with id 168, price 151300,lot 49
2023-03-14 03:32:01,258 [INFO   ] [TRADER] send sell order with id 169, price 151300,lot 49
2023-03-14 03:32:01,258 [INFO   ] [TRADER] received order status for order 165 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:01,259 [INFO   ] [TRADER] received order status for order 163 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:01,259 [INFO   ] [TRADER] received order status for order 164 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:01,259 [INFO   ] [TRADER] received order status for order 159 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:01,259 [INFO   ] [TRADER] received order status for order 160 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:01,259 [INFO   ] [TRADER] received order status for order 166 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:01,259 [INFO   ] [TRADER] received order status for order 167 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:01,259 [INFO   ] [TRADER] received order status for order 168 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:01,260 [INFO   ] [TRADER] received order status for order 169 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:01,293 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 33
2023-03-14 03:32:01,515 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:01,515 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:01,518 [INFO   ] [TRADER] received order status for order 170 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:32:01,518 [INFO   ] [TRADER] received order status for order 170 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:01,576 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 34
2023-03-14 03:32:01,673 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 25
2023-03-14 03:32:01,766 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:01,766 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:01,775 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 35
2023-03-14 03:32:01,780 [INFO   ] [TRADER] received order status for order 171 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:32:01,780 [INFO   ] [TRADER] send sell order with id 172, price 151200,lot 49
2023-03-14 03:32:01,780 [INFO   ] [TRADER] send sell order with id 173, price 151200,lot 49
2023-03-14 03:32:01,781 [INFO   ] [TRADER] received order status for order 171 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:01,781 [INFO   ] [TRADER] received order status for order 168 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:01,781 [INFO   ] [TRADER] received order status for order 169 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:01,781 [INFO   ] [TRADER] received order status for order 172 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:01,781 [INFO   ] [TRADER] received order status for order 173 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:01,970 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:01,970 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:01,974 [INFO   ] [TRADER] received order status for order 174 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:32:01,974 [INFO   ] [TRADER] send buy order with id 175, price 150600,lot 49
2023-03-14 03:32:01,974 [INFO   ] [TRADER] send buy order with id 176, price 150600,lot 49
2023-03-14 03:32:01,974 [INFO   ] [TRADER] received order status for order 174 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:01,974 [INFO   ] [TRADER] received order status for order 166 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:01,975 [INFO   ] [TRADER] received order status for order 167 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:01,975 [INFO   ] [TRADER] received order status for order 175 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:01,975 [INFO   ] [TRADER] received order status for order 176 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:02,053 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 26
2023-03-14 03:32:02,220 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:02,220 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:02,224 [INFO   ] [TRADER] received order status for order 177 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:32:02,224 [INFO   ] [TRADER] send buy order with id 178, price 150700,lot 49
2023-03-14 03:32:02,224 [INFO   ] [TRADER] send buy order with id 179, price 150700,lot 49
2023-03-14 03:32:02,224 [INFO   ] [TRADER] send sell order with id 180, price 151300,lot 49
2023-03-14 03:32:02,224 [INFO   ] [TRADER] send sell order with id 181, price 151300,lot 49
2023-03-14 03:32:02,224 [INFO   ] [TRADER] received order status for order 177 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:02,224 [INFO   ] [TRADER] received order status for order 175 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:02,224 [INFO   ] [TRADER] received order status for order 176 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:02,225 [INFO   ] [TRADER] received order status for order 172 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:02,225 [INFO   ] [TRADER] received order status for order 173 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:02,225 [INFO   ] [TRADER] received order status for order 178 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:02,225 [INFO   ] [TRADER] received order status for order 179 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:02,225 [INFO   ] [TRADER] received order status for order 180 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:02,225 [INFO   ] [TRADER] received order status for order 181 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:02,456 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:02,456 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:02,457 [INFO   ] [TRADER] received order status for order 182 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:32:02,457 [INFO   ] [TRADER] received order status for order 182 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:02,649 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 36
2023-03-14 03:32:02,700 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:02,700 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:02,700 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 27
2023-03-14 03:32:02,700 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 37
2023-03-14 03:32:02,704 [INFO   ] [TRADER] received order status for order 183 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:32:02,704 [INFO   ] [TRADER] send buy order with id 184, price 150900,lot 49
2023-03-14 03:32:02,704 [INFO   ] [TRADER] send buy order with id 185, price 150900,lot 49
2023-03-14 03:32:02,704 [INFO   ] [TRADER] send sell order with id 186, price 151500,lot 49
2023-03-14 03:32:02,705 [INFO   ] [TRADER] send sell order with id 187, price 151500,lot 49
2023-03-14 03:32:02,705 [INFO   ] [TRADER] received order status for order 183 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:02,705 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 28
2023-03-14 03:32:02,705 [INFO   ] [TRADER] received order status for order 178 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:02,705 [INFO   ] [TRADER] received order status for order 179 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:02,705 [INFO   ] [TRADER] received order status for order 180 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:02,705 [INFO   ] [TRADER] received order status for order 181 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:02,706 [INFO   ] [TRADER] received order status for order 184 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:02,706 [INFO   ] [TRADER] received order status for order 185 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:02,706 [INFO   ] [TRADER] received order status for order 186 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:02,706 [INFO   ] [TRADER] received order status for order 187 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:02,897 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 29
2023-03-14 03:32:03,020 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:03,020 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:03,022 [INFO   ] [TRADER] received order status for order 188 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:32:03,022 [INFO   ] [TRADER] send sell order with id 189, price 151400,lot 49
2023-03-14 03:32:03,022 [INFO   ] [TRADER] send sell order with id 190, price 151400,lot 49
2023-03-14 03:32:03,022 [INFO   ] [TRADER] received order status for order 188 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:03,022 [INFO   ] [TRADER] received order status for order 186 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:03,022 [INFO   ] [TRADER] received order status for order 187 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:03,023 [INFO   ] [TRADER] received order status for order 189 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:03,023 [INFO   ] [TRADER] received order status for order 190 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:03,060 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 38
2023-03-14 03:32:03,226 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:03,226 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:03,231 [INFO   ] [TRADER] received order status for order 191 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:32:03,231 [INFO   ] [TRADER] send buy order with id 192, price 150800,lot 49
2023-03-14 03:32:03,231 [INFO   ] [TRADER] send buy order with id 193, price 150800,lot 49
2023-03-14 03:32:03,231 [INFO   ] [TRADER] received order status for order 191 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:03,231 [INFO   ] [TRADER] received order status for order 184 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:03,231 [INFO   ] [TRADER] received order status for order 185 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:03,231 [INFO   ] [TRADER] received order status for order 192 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:03,231 [INFO   ] [TRADER] received order status for order 193 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:32:03,337 [INFO   ] [TRADER] OrderFill START!!!!! Position:46
2023-03-14 03:32:03,337 [INFO   ] [TRADER] id 194 , BID FUTURE
2023-03-14 03:32:03,337 [INFO   ] [TRADER] OrderFill END!!!!! Position:22
2023-03-14 03:32:03,337 [INFO   ] [TRADER] received order status for order 190 with fill volume 24 remaining 0 and fees -363
2023-03-14 03:32:03,338 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 30
2023-03-14 03:32:03,338 [INFO   ] [TRADER] received hedge filled for order 194 with average price 151200 and volume 24
2023-03-14 03:32:03,400 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 39
2023-03-14 03:32:03,495 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:03,495 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:03,497 [INFO   ] [TRADER] received order status for order 195 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:32:03,497 [INFO   ] [TRADER] received order status for order 195 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:32:03,624 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 40
2023-03-14 03:32:03,714 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:03,714 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:32:03,717 [INFO   ] [TRADER] received order status for order 196 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:32:03,717 [INFO   ] [TRADER] send buy order with id 197, price 150600,lot 49
2023-03-14 03:32:03,717 [INFO   ] [TRADER] send buy order with id 198, price 150600,lot 49
2023-03-14 03:32:03,718 [INFO   ] [TRADER] send sell order with id 199, price 151100,lot 49
2023-03-14 03:32:03,718 [INFO   ] [TRADER] send sell order with id 200, price 151100,lot 49
2023-03-14 03:32:03,718 [INFO   ] [TRADER] received order status for order 196 with fill volume 0 remaining 0 and fees 0
