Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
87.75,auto,Tick,512,473,39,-39,149600,149700,11647,-36747,-40647,OK
88.0,auto,Tick,512,473,39,-39,149600,149500,11647,-36747,-32847,OK
88.266,auto,Tick,512,473,39,-39,149600,149500,11647,-36747,-32847,OK
88.469,auto,Tick,512,473,39,-39,149600,149500,11647,-36747,-32847,OK
88.813,auto,Tick,512,473,39,-39,149600,149100,11647,-36747,-28947,OK
89.047,auto,Tick,512,473,39,-39,149600,149100,11647,-36747,-28947,OK
89.203,auto,Tick,512,473,39,-39,149600,149100,11647,-36747,-28947,OK
89.453,auto,Tick,512,473,39,-39,149600,148900,11647,-36747,-28947,OK
89.703,auto,Tick,512,473,39,-39,149600,148900,11647,-36747,-28947,OK
90.0,auto,Tick,512,473,39,-39,149600,148900,11647,-36747,-28947,OK
90.219,auto,Tick,512,473,39,-39,149600,148900,11647,-36747,-28947,OK
90.5,auto,Tick,512,473,39,-39,149600,149100,11647,-36747,-28947,OK
90.797,auto,Tick,512,473,39,-39,149600,149100,11647,-36747,-28947,OK
91.047,auto,Tick,512,483,29,-29,148800,149100,11498,-39598,-45398,OK
91.203,auto,Tick,512,493,19,-19,149400,149100,11797,-36897,-33097,OK
91.469,auto,Tick,512,498,14,-14,149400,149100,11946,-35046,-32246,OK
91.75,auto,Tick,512,503,9,-9,148900,148900,11872,-35972,-35972,OK
91.985,auto,Tick,512,507,5,-5,149500,148900,11992,-34492,-33492,OK
92.266,auto,Tick,522,507,15,-15,148500,148900,11843,-34343,-37343,OK
92.547,auto,Tick,522,507,15,-15,148500,148900,11843,-34343,-37343,OK
92.75,auto,Tick,522,507,15,-15,148500,148900,11843,-34343,-37343,OK
92.985,auto,Tick,522,507,15,-15,148500,148900,11843,-34343,-37343,OK
93.297,auto,Tick,522,507,15,-15,148500,149200,11843,-34343,-37343,OK
93.516,auto,Tick,522,507,15,-15,148500,149200,11843,-34343,-37343,OK
93.75,auto,Tick,522,507,15,-15,148500,149200,11843,-34343,-37343,OK
93.985,auto,Tick,522,507,15,-15,148500,149200,11843,-34343,-37343,OK
94.219,auto,Tick,522,507,15,-15,148500,149200,11843,-34343,-37343,OK
94.453,auto,Tick,522,507,15,-15,148500,149200,11843,-34343,-37343,OK
94.735,auto,Tick,522,507,15,-15,148500,149200,11843,-34343,-37343,OK
95.032,auto,Tick,522,507,15,-15,148500,149200,11843,-34343,-37343,OK
95.219,auto,Tick,522,507,15,-15,148500,149200,11843,-34343,-37343,OK
95.485,auto,Tick,522,507,15,-15,148500,149200,11843,-34343,-37343,OK
95.735,auto,Tick,522,507,15,-15,148500,149200,11843,-34343,-37343,OK
96.047,auto,Tick,522,507,15,-15,148500,149200,11843,-34343,-37343,OK
96.25,auto,Tick,522,507,15,-15,148500,149200,11843,-34343,-37343,OK
96.5,auto,Tick,522,507,15,-15,148500,149200,11843,-34343,-37343,OK
96.735,auto,Tick,528,507,21,-21,149600,149200,12023,-33923,-29723,OK
97.032,auto,Tick,528,507,21,-21,149600,149200,12023,-33923,-29723,OK
97.282,auto,Tick,528,507,21,-21,149600,149200,12023,-33923,-29723,OK
97.5,auto,Tick,538,517,21,-21,149800,149600,11724,-33624,-29424,OK
97.766,auto,Tick,538,517,21,-21,149800,149800,11724,-33624,-33624,OK
98.047,auto,Tick,538,517,21,-21,149800,149800,11724,-33624,-33624,OK
98.297,auto,Tick,538,517,21,-21,149800,149800,11724,-33624,-33624,OK
98.516,auto,Tick,548,527,21,-31,149800,149800,11424,1465676,-32324,OK
98.703,auto,Tick,548,527,21,-21,149800,149800,11424,-33324,-33324,OK
99.032,auto,Tick,548,527,21,-21,149800,149900,11424,-33324,-35424,OK
99.313,auto,Tick,548,527,21,-21,149800,150100,11424,-33324,-39624,OK
99.516,auto,Tick,558,527,31,-31,149800,150000,11724,-31624,-37824,OK
99.75,auto,Tick,558,527,31,-31,149800,150000,11724,-31624,-37824,OK
99.985,auto,Tick,558,527,31,-31,149800,150000,11724,-31624,-37824,OK
100.266,auto,Tick,558,537,21,-21,149900,149900,11574,-34474,-34474,OK
100.469,auto,Tick,558,537,21,-21,149900,149900,11574,-34474,-34474,OK
100.782,auto,Tick,558,537,21,-21,149900,149900,11574,-34474,-34474,OK
100.985,auto,Tick,558,537,21,-21,149900,149900,11574,-34474,-34474,OK
101.282,auto,Tick,568,537,31,-31,149400,149900,11424,-32324,-41624,OK
101.469,auto,Tick,568,537,31,-31,149400,150100,11424,-32324,-41624,OK
101.797,auto,Tick,568,537,31,-31,149400,150100,11424,-32324,-41624,OK
101.985,auto,Tick,568,537,31,-31,149400,150100,11424,-32324,-41624,OK
102.203,auto,Tick,568,537,31,-31,149400,150100,11424,-32324,-41624,OK
102.469,auto,Tick,568,537,31,-31,149400,150100,11424,-32324,-41624,OK
102.703,auto,Tick,578,537,41,-41,149900,150300,11724,-29624,-41924,OK
103.0,auto,Tick,578,537,41,-41,149900,150300,11724,-29624,-41924,OK
103.235,auto,Tick,578,537,41,-41,149900,150300,11724,-29624,-41924,OK
103.485,auto,Tick,582,537,45,-45,149800,150300,11664,-27564,-41064,OK
103.703,auto,Tick,582,539,43,-43,149900,150300,11634,-28534,-41434,OK
104.0,auto,Tick,582,539,43,-43,149900,150400,11634,-28534,-41434,OK
104.25,auto,Tick,582,539,43,-43,149900,150400,11634,-28534,-41434,OK
104.547,auto,Tick,582,539,43,-43,149900,150200,11634,-28534,-41434,OK
104.75,auto,Tick,582,539,43,-43,149900,150200,11634,-28534,-41434,OK
104.969,auto,Tick,582,539,43,-43,149900,150200,11634,-28534,-41434,OK
105.235,auto,Tick,582,539,43,-43,149900,150200,11634,-28534,-41434,OK
105.469,auto,Tick,582,539,43,-43,149900,150200,11634,-28534,-41434,OK
105.766,auto,Tick,582,539,43,-43,149900,150200,11634,-28534,-41434,OK
105.969,auto,Tick,582,539,43,-43,149900,150300,11634,-28534,-41434,OK
106.266,auto,Tick,582,549,33,-33,150000,150500,11484,-35384,-45284,OK
106.547,auto,Tick,592,549,43,-43,150200,150500,11334,-32234,-45134,OK
106.797,auto,Tick,592,549,43,-43,150200,150400,11334,-32234,-40834,OK
106.969,auto,Tick,592,549,43,-43,150200,150300,11334,-32234,-36534,OK
107.266,auto,Tick,592,549,43,-43,150200,150300,11334,-32234,-36534,OK
107.5,auto,Tick,592,549,43,-43,150200,150400,11334,-32234,-40834,OK
107.75,auto,Tick,592,549,43,-43,150200,150400,11334,-32234,-40834,OK
107.953,auto,Tick,592,549,43,-43,150200,150400,11334,-32234,-40834,OK
108.266,auto,Tick,592,549,43,-43,150200,150300,11334,-32234,-36534,OK
108.453,auto,Tick,592,549,43,-43,150200,150100,11334,-32234,-27934,OK
108.766,auto,Tick,592,559,33,-33,149600,150100,11634,-36534,-46434,OK
109.016,auto,Tick,592,559,33,-33,149600,150100,11634,-36534,-46434,OK
109.235,auto,Tick,592,559,33,-33,149600,150100,11634,-36534,-46434,OK
109.516,auto,Tick,592,569,23,-33,149900,150100,11484,1462616,-42984,OK
109.766,auto,Tick,592,579,13,-13,150100,150100,11784,-40684,-40684,OK
109.985,auto,Tick,592,589,3,-3,150100,150100,12084,-40984,-40984,OK
110.235,auto,Tick,592,589,3,-3,150200,150500,12084,-40984,-41884,OK
110.485,auto,Tick,602,589,13,-13,150200,150500,12384,-39284,-43184,OK
110.766,auto,Tick,612,589,23,-23,150200,150700,12684,-36584,-43484,OK
110.969,auto,Tick,622,589,33,-33,150200,150600,12984,-32884,-42784,OK
111.219,auto,Tick,632,589,43,-43,150200,150600,13284,-29184,-42084,OK
111.5,auto,Tick,642,599,43,-43,150600,150600,13434,-28334,-28334,OK
111.782,auto,Tick,642,599,43,-43,150100,150600,13434,-28334,-41234,OK
112.047,auto,Tick,642,599,43,-43,150100,150600,13434,-28334,-41234,OK
112.235,auto,Tick,642,599,43,-43,150100,150500,13434,-28334,-41234,OK
112.485,auto,Tick,642,609,33,-33,150100,150400,13734,-32634,-42534,OK
112.797,auto,Tick,642,609,33,-33,150100,150500,13734,-32634,-42534,OK
112.953,auto,Tick,642,609,33,-33,150100,150700,13734,-32634,-42534,OK
113.266,auto,Tick,642,609,33,-33,150100,150600,13734,-32634,-42534,OK
113.547,auto,Tick,642,609,33,-33,150100,150500,13734,-32634,-42534,OK
113.797,auto,Tick,642,609,33,-33,150100,150500,13734,-32634,-42534,OK
114.016,auto,Tick,642,609,33,-33,150100,150500,13734,-32634,-42534,OK
114.235,auto,Tick,642,609,33,-33,150100,150600,13734,-32634,-42534,OK
114.453,auto,Tick,642,609,33,-33,150500,150500,13734,-32634,-32634,OK
114.797,auto,Tick,642,609,33,-33,150500,150500,13734,-32634,-32634,OK
114.969,auto,Tick,642,609,33,-33,150500,150900,13734,-32634,-42534,OK
115.297,auto,Tick,652,609,43,-43,150200,150500,13584,-33484,-46384,OK
115.547,auto,Tick,652,619,33,-33,150100,150500,13884,-37384,-47284,OK
115.813,auto,Tick,652,628,24,-24,150100,150500,14154,-40354,-47554,OK
116.047,auto,Tick,652,628,24,-24,150100,150400,14154,-40354,-47554,OK
116.266,auto,Tick,652,638,14,-14,150600,150500,14004,-43204,-41804,OK
116.547,auto,Tick,652,638,14,-14,150600,150800,14004,-43204,-46004,OK
116.766,auto,Tick,652,638,14,-14,150600,150800,14004,-43204,-46004,OK
117.047,auto,Tick,662,638,24,-24,150000,150500,13854,-43054,-50254,OK
117.282,auto,Tick,662,638,24,-24,150000,150300,13854,-43054,-50254,OK
117.5,auto,Tick,662,638,24,-24,150000,150300,13854,-43054,-50254,OK
117.719,auto,Tick,662,638,24,-24,150000,150300,13854,-43054,-50254,OK
117.953,auto,Tick,662,638,24,-24,150000,150300,13854,-43054,-50254,OK
118.266,auto,Tick,662,648,14,-24,150300,150500,13704,1460096,-47704,OK
118.453,auto,Tick,662,655,7,-7,150500,150500,13915,-45115,-45115,OK
118.782,auto,Tick,662,655,7,-7,150500,150300,13915,-45115,-43715,OK
119.063,auto,Tick,672,655,17,-17,150200,150300,13765,-44965,-46665,OK
119.235,auto,Tick,682,655,27,-27,150200,150300,14065,-44265,-46965,OK
119.453,auto,Tick,682,655,27,-27,150200,150300,14065,-44265,-46965,OK
119.766,auto,Tick,682,656,26,-26,150100,150100,14050,-44450,-44450,OK
120.016,auto,Tick,682,656,26,-26,150100,150100,14050,-44450,-44450,OK
120.25,auto,Tick,682,666,16,-16,150200,150600,13900,-52300,-57100,OK
120.5,auto,Tick,682,666,16,-16,150200,150600,13900,-52300,-57100,OK
120.766,auto,Tick,682,666,16,-16,150200,150600,13900,-52300,-57100,OK
120.953,auto,Tick,682,666,16,-16,150200,150600,13900,-52300,-57100,OK
121.219,auto,Tick,692,666,26,-26,150000,150600,13750,-51150,-58950,OK
121.5,auto,Tick,702,666,36,-36,150400,150600,13600,-50000,-57200,OK
121.719,auto,Tick,702,666,36,-36,150400,150600,13600,-50000,-57200,OK
122.0,auto,Tick,712,666,46,-46,150100,150600,13450,-47850,-61650,OK
122.203,auto,Tick,712,666,46,-46,150100,150600,13450,-47850,-61650,OK
122.453,auto,Tick,712,666,46,-46,150100,150500,13450,-47850,-61650,OK
122.735,auto,Tick,712,666,46,-46,150100,150500,13450,-47850,-61650,OK
123.032,auto,Tick,712,666,46,-46,150100,150500,13450,-47850,-61650,OK
123.266,auto,Tick,712,666,46,-46,150100,150400,13450,-47850,-61650,OK
123.485,auto,Tick,712,666,46,-46,150100,150400,13450,-47850,-61650,OK
123.75,auto,Tick,712,676,36,-36,150400,150400,13300,-51700,-51700,OK
123.985,auto,Tick,712,686,26,-26,150400,150400,13150,-54550,-54550,OK
124.25,auto,Tick,712,696,16,-16,150400,150400,13451,-55851,-55851,OK
124.563,auto,Tick,712,706,6,-6,150400,150400,13752,-57152,-57152,OK
124.703,auto,Tick,712,706,6,-6,150400,150400,13752,-57152,-57152,OK
124.985,auto,Tick,712,706,6,-6,150400,150400,13752,-57152,-57152,OK
125.25,auto,Tick,712,706,6,-6,150400,150400,13752,-57152,-57152,OK
125.547,auto,Tick,712,706,6,-6,150400,150400,13752,-57152,-57152,OK
125.75,auto,Tick,712,706,6,-6,150400,150400,13752,-57152,-57152,OK
126.0,auto,Tick,722,706,16,-16,150500,150700,14053,-57453,-60653,OK
126.282,auto,Tick,732,706,26,-26,150500,151200,14354,-56754,-64554,OK
126.453,auto,Tick,742,706,36,-36,150500,151200,14655,-51055,-61855,OK
126.766,auto,Tick,752,706,46,-46,150500,151000,14956,-46356,-60156,OK
126.969,auto,Tick,752,716,36,-36,150500,151000,15257,-50657,-61457,OK
127.282,auto,Tick,752,716,36,-36,150500,151000,15257,-50657,-61457,OK
127.469,auto,Tick,752,716,36,-36,150500,150700,15257,-50657,-57857,OK
127.813,auto,Tick,752,726,26,-26,150400,150400,15558,-52958,-52958,OK
128.063,auto,Tick,752,736,16,-16,150400,150300,15859,-53259,-51659,OK
128.203,auto,Tick,752,736,16,-16,150400,150300,15859,-53259,-51659,OK
128.532,auto,Tick,752,736,16,-16,150400,150200,15859,-53259,-50059,OK
128.75,auto,Tick,752,736,16,-16,150400,150200,15859,-53259,-50059,OK
129.0,auto,Tick,752,736,16,-16,150400,150200,15859,-53259,-50059,OK
129.25,auto,Tick,752,736,16,-16,150400,150200,15859,-53259,-50059,OK
129.485,auto,Tick,752,746,6,-6,150900,150400,15709,-55109,-53309,OK
129.735,auto,Tick,752,746,6,-6,150900,150400,15709,-55109,-53309,OK
129.985,auto,Tick,752,746,6,-6,150900,150400,15709,-55109,-53309,OK
130.297,auto,Tick,752,746,6,-6,150900,150400,15709,-55109,-53309,OK
130.485,auto,Tick,752,746,6,-6,150900,150400,15709,-55109,-53309,OK
130.735,auto,Tick,752,746,6,-6,150900,150400,15709,-55109,-53309,OK
131.0,auto,Tick,752,746,6,-6,150900,150400,15709,-55109,-53309,OK
131.219,auto,Tick,762,746,16,-16,149800,150100,15559,-54959,-59759,OK
131.469,auto,Tick,762,746,16,-16,149800,150100,15559,-54959,-59759,OK
131.813,auto,Tick,762,746,16,-16,149800,150100,15559,-54959,-59759,OK
131.985,auto,Tick,762,756,6,-6,150800,150100,15409,-55809,-54009,OK
132.282,auto,Tick,762,756,6,-6,150800,149800,15409,-55809,-54009,OK
132.5,auto,Tick,762,756,6,-6,150800,149800,15409,-55809,-54009,OK
132.797,auto,Tick,762,766,-4,4,149800,149600,15709,-55109,-55909,OK
133.0,auto,Tick,762,776,-14,14,149800,149600,16009,-53409,-56209,OK
133.219,auto,Tick,762,786,-24,24,150200,149600,15859,-51259,-56059,OK
133.485,auto,Tick,762,786,-24,24,150200,149600,15859,-51259,-56059,OK
133.766,auto,Tick,772,786,-14,14,149300,149500,15709,-54109,-51309,OK
134.047,auto,Tick,772,786,-14,14,149300,149600,15709,-54109,-51309,OK
134.235,auto,Tick,772,786,-14,14,149300,149600,15709,-54109,-51309,OK
134.516,auto,Tick,772,786,-14,14,149300,149700,15709,-54109,-51309,OK
134.75,auto,Tick,772,786,-14,14,149300,149700,15709,-54109,-51309,OK
135.0,auto,Tick,772,786,-14,14,149300,149800,15709,-54109,-49909,OK
135.235,auto,Tick,782,786,-4,4,149200,149800,15559,-56959,-55759,OK
135.532,auto,Tick,792,788,4,-4,149800,149900,15379,-56579,-56979,OK
135.766,auto,Tick,792,788,4,-4,149300,149900,15379,-56579,-57779,OK
136.047,auto,Tick,792,788,4,-4,149300,149900,15379,-56579,-57779,OK
136.282,auto,Tick,792,788,4,-4,149300,149900,15379,-56579,-57779,OK
136.453,auto,Tick,792,788,4,-4,149300,149900,15379,-56579,-57779,OK
136.782,auto,Tick,792,788,4,-4,149300,149800,15379,-56579,-57779,OK
137.016,auto,Tick,792,788,4,-4,149300,149600,15379,-56579,-57379,OK
137.25,auto,Tick,792,788,4,-4,149300,149600,15379,-56579,-57379,OK
137.547,auto,Tick,792,788,4,-4,149300,149600,15379,-56579,-57379,OK
137.719,auto,Tick,792,788,4,-4,149300,149300,15379,-56579,-56579,OK
138.047,auto,Tick,792,788,4,-4,149300,149300,15379,-56579,-56579,OK
138.25,auto,Tick,792,788,4,-4,149300,149300,15379,-56579,-56579,OK
138.516,auto,Tick,792,788,4,-4,149300,149300,15379,-56579,-56579,OK
138.75,auto,Tick,792,788,4,-4,149300,149100,15379,-56579,-55779,OK
139.0,auto,Tick,792,788,4,-4,149300,149100,15379,-56579,-55779,OK
139.282,auto,Tick,792,788,4,-4,149300,149100,15379,-56579,-55779,OK
139.5,auto,Tick,792,788,4,-4,149300,149300,15379,-56579,-56579,OK
139.782,auto,Tick,792,788,4,-4,149300,149300,15379,-56579,-56579,OK
140.0,auto,Tick,792,788,4,-4,149300,149300,15379,-56579,-56579,OK
140.266,auto,Tick,792,788,4,-4,149300,149300,15379,-56579,-56579,OK
140.485,auto,Tick,792,795,-3,3,149800,149300,15274,-56474,-57074,OK
140.75,auto,Tick,792,795,-3,3,149800,149300,15274,-56474,-57074,OK
141.047,auto,Tick,792,795,-3,3,149800,149300,15274,-56474,-57074,OK
141.219,auto,Tick,792,795,-3,3,149800,149300,15274,-56474,-57074,OK
141.485,auto,Tick,792,795,-3,3,149800,149300,15274,-56474,-57074,OK
141.782,auto,Tick,792,805,-13,13,150200,149500,15124,-55324,-57924,OK
142.047,auto,Tick,792,805,-13,13,150200,149500,15124,-55324,-57924,OK
142.297,auto,Tick,792,805,-13,13,150200,149500,15124,-55324,-57924,OK
142.5,auto,Tick,792,805,-13,13,150200,149500,15124,-55324,-57924,OK
142.797,auto,Tick,792,815,-23,23,150200,149500,14974,-53174,-57774,OK
142.953,auto,Tick,792,815,-23,23,150200,149500,14974,-53174,-57774,OK
143.297,auto,Tick,792,815,-23,23,150200,149500,14974,-53174,-57774,OK
143.453,auto,Tick,792,815,-23,23,150200,149500,14974,-53174,-57774,OK
143.766,auto,Tick,792,825,-33,33,150200,149700,14824,-51024,-57624,OK
144.016,auto,Tick,802,825,-23,23,149200,149700,14674,-54874,-50274,OK
144.297,auto,Tick,802,825,-23,23,149200,149700,14674,-54874,-50274,OK
144.5,auto,Tick,812,825,-13,13,149100,149700,14524,-57724,-55124,OK
144.75,auto,Tick,812,825,-13,13,149100,149700,14524,-57724,-55124,OK
144.969,auto,Tick,812,825,-13,13,149100,149700,14524,-57724,-55124,OK
145.235,auto,Tick,812,825,-13,13,149100,149700,14524,-57724,-55124,OK
145.563,auto,Tick,812,825,-13,13,149100,149700,14524,-57724,-55124,OK
145.797,auto,Tick,812,825,-13,13,149100,149700,14524,-57724,-55124,OK
146.016,auto,Tick,812,825,-13,13,149100,149700,14524,-57724,-55124,OK
146.25,auto,Tick,812,825,-13,13,149100,149700,14524,-57724,-55124,OK
146.516,auto,Tick,812,825,-13,13,149100,149500,14524,-57724,-55124,OK
146.75,auto,Tick,812,825,-13,13,149100,149700,14524,-57724,-55124,OK
146.969,auto,Tick,812,825,-13,13,149100,149700,14524,-57724,-55124,OK
147.25,auto,Tick,812,825,-13,13,149100,149700,14524,-57724,-55124,OK
147.469,auto,Tick,812,825,-13,13,149100,149600,14524,-57724,-55124,OK
147.782,auto,Tick,812,825,-13,13,149100,149600,14524,-57724,-55124,OK
148.047,auto,Tick,812,825,-13,13,149100,149600,14524,-57724,-55124,OK
148.266,auto,Tick,812,825,-13,13,149100,149600,14524,-57724,-55124,OK
148.5,auto,Tick,812,825,-13,13,149100,149600,14524,-57724,-55124,OK
148.719,auto,Tick,812,825,-13,13,149100,149600,14524,-57724,-55124,OK
149.047,auto,Tick,812,825,-13,13,149100,149600,14524,-57724,-55124,OK
149.235,auto,Tick,812,825,-13,13,149100,149600,14524,-57724,-55124,OK
149.453,auto,Tick,812,825,-13,13,149100,150100,14524,-57724,-53824,OK
149.735,auto,Tick,812,835,-23,23,150600,150100,14374,-51574,-58474,OK
150.0,auto,Tick,812,835,-23,23,150600,150100,14374,-51574,-58474,OK
150.313,auto,Tick,812,835,-23,23,150600,150100,14374,-51574,-58474,OK
150.453,auto,Tick,812,835,-23,23,150600,150100,14374,-51574,-58474,OK
150.782,auto,Tick,812,835,-23,23,150600,150100,14374,-51574,-58474,OK
151.0,auto,Tick,812,835,-23,23,150600,150100,14374,-51574,-58474,OK
151.266,auto,Tick,812,835,-23,23,150600,150100,14374,-51574,-58474,OK
151.485,auto,Tick,812,835,-23,23,150600,150100,14374,-51574,-58474,OK
151.703,auto,Tick,812,835,-23,23,150600,150100,14374,-51574,-58474,OK
152.032,auto,Tick,812,835,-23,23,150600,150100,14374,-51574,-58474,OK
152.219,auto,Tick,812,835,-23,23,150600,150100,14374,-51574,-58474,OK
152.5,auto,Tick,812,835,-23,23,150600,150100,14374,-51574,-58474,OK
152.703,auto,Tick,812,835,-23,23,150600,150100,14374,-51574,-58474,OK
153.047,auto,Tick,812,845,-33,33,150400,150100,14224,-48424,-58324,OK
153.266,auto,Tick,812,845,-33,33,150400,149800,14224,-48424,-58324,OK
153.453,auto,Tick,812,845,-33,33,150400,149800,14224,-48424,-58324,OK
153.782,auto,Tick,812,845,-33,33,150400,150100,14224,-48424,-58324,OK
154.0,auto,Tick,812,845,-33,33,150400,150100,14224,-48424,-58324,OK
154.266,auto,Tick,812,845,-33,33,150400,150100,14224,-48424,-58324,OK
154.5,auto,Tick,812,845,-33,33,150400,150100,14224,-48424,-58324,OK
154.719,auto,Tick,812,845,-33,33,150400,150100,14224,-48424,-58324,OK
154.985,auto,Tick,822,845,-23,23,150600,150100,14525,-51725,-58625,OK
155.25,auto,Tick,832,845,-13,13,150600,150100,14826,-55026,-58926,OK
155.5,auto,Tick,832,845,-13,13,150600,150300,14826,-55026,-58926,OK
155.75,auto,Tick,832,845,-13,13,150600,150300,14826,-55026,-58926,OK
155.953,auto,Tick,832,845,-13,13,150600,150300,14826,-55026,-58926,OK
156.25,auto,Tick,832,845,-13,13,150600,150300,14826,-55026,-58926,OK
156.469,auto,Tick,832,845,-13,13,150600,150300,14826,-55026,-58926,OK
156.782,auto,Tick,832,845,-13,13,150600,150300,14826,-55026,-58926,OK
157.016,auto,Tick,832,845,-13,13,150600,150300,14826,-55026,-58926,OK
157.25,auto,Tick,832,855,-23,23,150600,150300,14676,-52876,-59776,OK
157.547,auto,Tick,832,855,-23,23,150600,150300,14676,-52876,-59776,OK
157.75,auto,Tick,832,855,-23,23,150600,150300,14676,-52876,-59776,OK
157.953,auto,Tick,832,855,-23,23,150600,150300,14676,-52876,-59776,OK
158.235,auto,Tick,842,855,-13,13,150600,150300,14977,-56177,-60077,OK
158.516,auto,Tick,842,855,-13,13,150500,150300,14977,-56177,-58777,OK
158.766,auto,Tick,842,855,-13,13,150500,150300,14977,-56177,-58777,OK
158.985,auto,Tick,852,855,-3,3,150600,150400,15278,-58478,-59078,OK
159.219,auto,Tick,852,855,-3,3,150600,150400,15278,-58478,-59078,OK
159.547,auto,Tick,852,865,-13,13,150500,150400,15579,-57779,-59079,OK
159.703,auto,Tick,861,865,-4,4,150600,150400,15850,-59850,-60650,OK
159.985,auto,Tick,861,865,-4,4,150600,150400,15850,-59850,-60650,OK
160.203,auto,Tick,861,867,-6,4,150700,150400,15820,241580,-61020,OK
160.532,auto,Tick,861,873,-12,12,150600,150400,15730,-58130,-60530,OK
160.813,auto,Tick,861,873,-12,12,150600,150200,15730,-58130,-61730,OK
161.047,auto,Tick,861,881,-20,20,150500,150200,15971,-56771,-62771,OK
161.203,auto,Tick,861,881,-20,20,150500,150200,15971,-56771,-62771,OK
161.453,auto,Tick,861,881,-20,20,150500,150200,15971,-56771,-62771,OK
161.766,auto,Tick,861,881,-20,20,150500,150200,15971,-56771,-62771,OK
162.047,auto,Tick,861,881,-20,20,150500,150200,15971,-56771,-62771,OK
162.266,auto,Tick,861,881,-20,20,150800,150800,15971,-56771,-56771,OK
162.453,auto,Tick,864,881,-17,17,150900,150800,16062,-57462,-59162,OK
162.782,auto,Tick,864,881,-17,17,150900,150700,16062,-57462,-60862,OK
163.047,auto,Tick,864,881,-17,17,150900,150700,16062,-57462,-60862,OK
163.25,auto,Tick,864,881,-17,17,150900,150600,16062,-57462,-62562,OK
163.469,auto,Tick,875,881,-6,6,150700,150800,15941,-58341,-57741,OK
163.75,auto,Tick,875,881,-6,6,150700,150800,15941,-58341,-57741,OK
163.953,auto,Tick,875,881,-6,6,150700,150800,15941,-58341,-57741,OK
164.219,auto,Tick,885,881,4,-4,151000,151000,16243,-59643,-59643,OK
164.485,auto,Tick,885,881,4,-4,151000,151000,16243,-59643,-59643,OK
164.766,auto,Tick,885,891,-6,6,151000,150900,16092,-60492,-61092,OK
165.032,auto,Tick,885,891,-6,6,151000,151000,16092,-60492,-60492,OK
165.266,auto,Tick,895,891,4,-4,151000,151000,16394,-61794,-61794,OK
165.453,auto,Tick,895,901,-6,6,151400,151000,16243,-59643,-61443,OK
165.75,auto,Tick,895,901,-6,6,151400,151000,16243,-59643,-61443,OK
165.953,auto,Tick,895,901,-6,6,151400,151000,16243,-59643,-61443,OK
166.219,auto,Tick,895,906,-11,6,151300,151100,16167,696933,-60767,OK
166.485,auto,Tick,895,906,-11,11,151300,151100,16167,-58567,-60767,OK
166.75,auto,Tick,895,906,-11,11,151300,151100,16167,-58567,-60767,OK
167.047,auto,Tick,895,906,-11,11,151300,151100,16167,-58567,-60767,OK
167.25,auto,Tick,895,906,-11,11,151300,151100,16167,-58567,-60767,OK
167.485,auto,Tick,895,906,-11,11,151300,151100,16167,-58567,-60767,OK
167.75,auto,Tick,905,906,-1,1,151400,151100,16470,-60870,-61170,OK
168.0,auto,Tick,905,906,-1,1,151500,151100,16470,-60870,-61170,OK
168.282,auto,Tick,905,906,-1,1,151500,151100,16470,-60870,-61170,OK
168.453,auto,Tick,905,906,-1,1,151500,151100,16470,-60870,-61170,OK
168.797,auto,Tick,905,906,-1,1,151500,151100,16470,-60870,-61170,OK
168.969,auto,Tick,905,906,-1,1,151500,151100,16470,-60870,-61170,OK
169.219,auto,Tick,905,916,-11,11,151100,150500,16319,-59719,-63019,OK
169.547,auto,Tick,905,916,-11,11,151100,150500,16319,-59719,-63019,OK
169.719,auto,Tick,905,916,-11,11,151100,150800,16319,-59719,-63019,OK
170.0,auto,Tick,905,916,-11,11,151100,150700,16319,-59719,-63019,OK
170.203,auto,Tick,905,916,-11,11,151100,150700,16319,-59719,-63019,OK
170.516,auto,Tick,905,916,-11,11,151100,150700,16319,-59719,-63019,OK
170.735,auto,Tick,905,916,-11,11,151100,150500,16319,-59719,-63019,OK
171.016,auto,Tick,905,916,-11,11,151100,150500,16319,-59719,-63019,OK
171.297,auto,Tick,905,916,-11,11,151100,150500,16319,-59719,-63019,OK
171.516,auto,Tick,909,916,-7,11,150600,150500,16259,-662059,-60759,OK
171.766,auto,Tick,915,916,-1,7,150400,150500,16169,-963569,-60469,OK
172.047,auto,Tick,915,926,-11,11,151200,150500,16018,-59418,-62718,OK
172.297,auto,Tick,915,926,-11,11,151200,150500,16018,-59418,-62718,OK
172.485,auto,Tick,915,926,-11,11,151200,150500,16018,-59418,-62718,OK
172.75,auto,Tick,915,936,-21,21,151000,150500,15867,-57267,-63567,OK
172.953,auto,Tick,915,936,-21,21,151000,150500,15867,-57267,-63567,OK
173.266,auto,Tick,915,936,-21,21,151000,150500,15867,-57267,-63567,OK
173.516,auto,Tick,915,936,-21,21,151000,150500,15867,-57267,-63567,OK
173.766,auto,Tick,915,936,-21,21,151000,150500,15867,-57267,-63567,OK
174.0,auto,Tick,915,936,-21,21,151000,150500,15867,-57267,-63567,OK
174.297,auto,Tick,915,936,-21,21,151000,150500,15867,-57267,-63567,OK
174.469,auto,Tick,915,936,-21,21,151000,150500,15867,-57267,-63567,OK
